"metric_timestamp","metric_name","_value"
"1510858973","buttercup.website.impressions","27697"
"1510489427","buttercup.website.impressions","23582"
"1516896110","buttercup.website.impressions","40595"
"1514964615","buttercup.website.impressions","58484"
"1519382625","buttercup.website.impressions","32178"
"1510887568","buttercup.website.impressions","17806"
"1515862248","buttercup.website.impressions","27371"
"1516175121","buttercup.website.impressions","36268"
"1516514802","buttercup.website.impressions","21379"
"1514510233","buttercup.website.impressions","6633"
"1518792582","buttercup.website.impressions","48087"
"1517654564","buttercup.website.impressions","46614"
"1511828248","buttercup.website.impressions","12015"
"1519929033","buttercup.website.impressions","22073"
"1515121769","buttercup.website.impressions","41534"
"1516637978","buttercup.website.impressions","29209"
"1516839984","buttercup.website.impressions","20813"
"1510650493","buttercup.website.impressions","55917"
"1516574433","buttercup.website.impressions","38085"
"1519547783","buttercup.website.impressions","9132"
"1518107064","buttercup.website.impressions","50348"
"1514628755","buttercup.website.impressions","7807"
"1514247708","buttercup.website.impressions","39005"
"1519462258","buttercup.website.impressions","58989"
"1517591658","buttercup.website.impressions","17358"
"1519355549","buttercup.website.impressions","44779"
"1513358702","buttercup.website.impressions","6722"
"1514330156","buttercup.website.impressions","50911"
"1516610382","buttercup.website.impressions","38558"
"1512789622","buttercup.website.impressions","47023"
"1513219190","buttercup.website.impressions","57289"
"1519240099","buttercup.website.impressions","22259"
"1518952755","buttercup.website.impressions","23870"
"1513005190","buttercup.website.impressions","34689"
"1513636767","buttercup.website.impressions","35576"
"1518281891","buttercup.website.impressions","41515"
"1515158237","buttercup.website.impressions","19141"
"1516588959","buttercup.website.impressions","6337"
"1515680758","buttercup.website.impressions","56106"
"1515018152","buttercup.website.impressions","59499"
"1513399476","buttercup.website.impressions","45076"
"1516924220","buttercup.website.impressions","50345"
"1518421617","buttercup.website.impressions","5781"
"1519379193","buttercup.website.impressions","13873"
"1516077531","buttercup.website.impressions","58302"
"1517050613","buttercup.website.impressions","58827"
"1512743817","buttercup.website.impressions","53720"
"1519280974","buttercup.website.impressions","36946"
"1519347225","buttercup.website.impressions","12034"
"1510127157","buttercup.website.impressions","18325"
"1511626991","buttercup.website.impressions","38969"
"1514137765","buttercup.website.impressions","17142"
"1511174335","buttercup.website.impressions","6326"
"1510246519","buttercup.website.impressions","46376"
"1512169238","buttercup.website.impressions","8321"
"1519141002","buttercup.website.impressions","49121"
"1515276378","buttercup.website.impressions","49937"
"1516344663","buttercup.website.impressions","10642"
"1517408711","buttercup.website.impressions","27835"
"1510037412","buttercup.website.impressions","7847"
"1516005410","buttercup.website.impressions","7676"
"1517794281","buttercup.website.impressions","27252"
"1510822706","buttercup.website.impressions","6300"
"1516371009","buttercup.website.impressions","12287"
"1515119458","buttercup.website.impressions","7080"
"1517634036","buttercup.website.impressions","43257"
"1512898785","buttercup.website.impressions","54370"
"1517195966","buttercup.website.impressions","51857"
"1513272842","buttercup.website.impressions","17911"
"1510576314","buttercup.website.impressions","56379"
"1514049327","buttercup.website.impressions","29989"
"1512518458","buttercup.website.impressions","44696"
"1516752341","buttercup.website.impressions","45882"
"1518687433","buttercup.website.impressions","53487"
"1518336138","buttercup.website.impressions","11863"
"1514663371","buttercup.website.impressions","36439"
"1512949735","buttercup.website.impressions","46960"
"1513990426","buttercup.website.impressions","45901"
"1513009207","buttercup.website.impressions","48017"
"1513809367","buttercup.website.impressions","50863"
"1515156387","buttercup.website.impressions","45087"
"1515120082","buttercup.website.impressions","22852"
"1510045129","buttercup.website.impressions","56014"
"1513926520","buttercup.website.impressions","15082"
"1514059915","buttercup.website.impressions","25486"
"1518729180","buttercup.website.impressions","58058"
"1515257529","buttercup.website.impressions","58673"
"1515900899","buttercup.website.impressions","51997"
"1516057748","buttercup.website.impressions","41816"
"1513225897","buttercup.website.impressions","51503"
"1510926833","buttercup.website.impressions","18083"
"1514842043","buttercup.website.impressions","26768"
"1518119230","buttercup.website.impressions","55787"
"1514977592","buttercup.website.impressions","9623"
"1510929340","buttercup.website.impressions","56891"
"1512314186","buttercup.website.impressions","8458"
"1512542272","buttercup.website.impressions","49873"
"1511760603","buttercup.website.impressions","46534"
"1512726607","buttercup.website.impressions","24124"
"1517773223","buttercup.website.impressions","5889"
"1510048739","buttercup.website.impressions","12260"
"1510108766","buttercup.website.impressions","27732"
"1512430412","buttercup.website.impressions","49656"
"1515244704","buttercup.website.impressions","28105"
"1516913013","buttercup.website.impressions","25861"
"1519286893","buttercup.website.impressions","24069"
"1514094203","buttercup.website.impressions","12106"
"1513901731","buttercup.website.impressions","36396"
"1518154285","buttercup.website.impressions","18115"
"1519548560","buttercup.website.impressions","14803"
"1512828746","buttercup.website.impressions","32560"
"1519787872","buttercup.website.impressions","36295"
"1515334027","buttercup.website.impressions","48835"
"1512190442","buttercup.website.impressions","23431"
"1515894493","buttercup.website.impressions","37258"
"1519157628","buttercup.website.impressions","42070"
"1513082942","buttercup.website.impressions","15932"
"1513416264","buttercup.website.impressions","19211"
"1518450761","buttercup.website.impressions","56697"
"1513616832","buttercup.website.impressions","51894"
"1519004442","buttercup.website.impressions","7841"
"1511306490","buttercup.website.impressions","16913"
"1517109858","buttercup.website.impressions","58135"
"1516033431","buttercup.website.impressions","27701"
"1518588831","buttercup.website.impressions","30569"
"1512649638","buttercup.website.impressions","44661"
"1514753726","buttercup.website.impressions","45957"
"1517571504","buttercup.website.impressions","30640"
"1517053828","buttercup.website.impressions","24448"
"1518686859","buttercup.website.impressions","36549"
"1510577186","buttercup.website.impressions","46513"
"1511117315","buttercup.website.impressions","14569"
"1512591010","buttercup.website.impressions","16058"
"1515894069","buttercup.website.impressions","19307"
"1516649216","buttercup.website.impressions","39296"
"1514288864","buttercup.website.impressions","58016"
"1515472196","buttercup.website.impressions","15443"
"1514343293","buttercup.website.impressions","5886"
"1514902472","buttercup.website.impressions","44580"
"1514373688","buttercup.website.impressions","17368"
"1517978970","buttercup.website.impressions","35017"
"1515988261","buttercup.website.impressions","19711"
"1512496990","buttercup.website.impressions","44108"
"1511323938","buttercup.website.impressions","48646"
"1519353256","buttercup.website.impressions","17099"
"1511383108","buttercup.website.impressions","36072"
"1519326085","buttercup.website.impressions","12370"
"1515328459","buttercup.website.impressions","54160"
"1512714723","buttercup.website.impressions","34130"
"1515455363","buttercup.website.impressions","34510"
"1510831403","buttercup.website.impressions","43890"
"1516185148","buttercup.website.impressions","9780"
"1516771309","buttercup.website.impressions","12787"
"1510533270","buttercup.website.impressions","50367"
"1515702504","buttercup.website.impressions","51868"
"1510213516","buttercup.website.impressions","8689"
"1513439585","buttercup.website.impressions","39749"
"1511644516","buttercup.website.impressions","59577"
"1519844043","buttercup.website.impressions","36670"
"1519075489","buttercup.website.impressions","27802"
"1519987031","buttercup.website.impressions","25353"
"1515112568","buttercup.website.impressions","20154"
"1513248633","buttercup.website.impressions","46528"
"1517014599","buttercup.website.impressions","34609"
"1516037862","buttercup.website.impressions","38944"
"1511957098","buttercup.website.impressions","45427"
"1519577055","buttercup.website.impressions","40324"
"1510183369","buttercup.website.impressions","53840"
"1516814043","buttercup.website.impressions","36214"
"1510557305","buttercup.website.impressions","47234"
"1518702450","buttercup.website.impressions","56640"
"1512204878","buttercup.website.impressions","28978"
"1514761543","buttercup.website.impressions","14203"
"1515662687","buttercup.website.impressions","7881"
"1516588238","buttercup.website.impressions","37390"
"1515588830","buttercup.website.impressions","24218"
"1515673514","buttercup.website.impressions","13640"
"1513742909","buttercup.website.impressions","39153"
"1510476236","buttercup.website.impressions","33720"
"1515898373","buttercup.website.impressions","13925"
"1513919090","buttercup.website.impressions","47812"
"1511338312","buttercup.website.impressions","35542"
"1511673346","buttercup.website.impressions","8182"
"1516433101","buttercup.website.impressions","9845"
"1514871814","buttercup.website.impressions","18513"
"1513974865","buttercup.website.impressions","7801"
"1516677455","buttercup.website.impressions","51064"
"1510794181","buttercup.website.impressions","57874"
"1517525871","buttercup.website.impressions","48398"
"1517822889","buttercup.website.impressions","39595"
"1512229481","buttercup.website.impressions","50217"
"1519239936","buttercup.website.impressions","41399"
"1518547517","buttercup.website.impressions","49017"
"1514765300","buttercup.website.impressions","45569"
"1513988730","buttercup.website.impressions","45497"
"1519446780","buttercup.website.impressions","20811"
"1515870839","buttercup.website.impressions","43141"
"1514746929","buttercup.website.impressions","9814"
"1517279577","buttercup.website.impressions","55436"
"1515626903","buttercup.website.impressions","5397"
"1518922279","buttercup.website.impressions","20600"
"1518839583","buttercup.website.impressions","15654"
"1510035046","buttercup.website.impressions","57695"
"1513288081","buttercup.website.impressions","59120"
"1514483465","buttercup.website.impressions","26399"
"1513983999","buttercup.website.impressions","40867"
"1511707310","buttercup.website.impressions","42895"
"1510913702","buttercup.website.impressions","24542"
"1513775919","buttercup.website.impressions","55886"
"1513830071","buttercup.website.impressions","11044"
"1510421156","buttercup.website.impressions","30170"
"1513014351","buttercup.website.impressions","31982"
"1518467881","buttercup.website.impressions","45056"
"1518991046","buttercup.website.impressions","40817"
"1513683931","buttercup.website.impressions","35352"
"1518583399","buttercup.website.impressions","13914"
"1516677022","buttercup.website.impressions","41607"
"1511511682","buttercup.website.impressions","52162"
"1511208526","buttercup.website.impressions","37127"
"1518485952","buttercup.website.impressions","37403"
"1516705076","buttercup.website.impressions","30846"
"1513227803","buttercup.website.impressions","31599"
"1517060468","buttercup.website.impressions","52919"
"1516290443","buttercup.website.impressions","17101"
"1518337856","buttercup.website.impressions","40174"
"1512571342","buttercup.website.impressions","43975"
"1519572430","buttercup.website.impressions","42364"
"1512264281","buttercup.website.impressions","42396"
"1514801207","buttercup.website.impressions","28863"
"1514558542","buttercup.website.impressions","16560"
"1510509205","buttercup.website.impressions","16765"
"1519075554","buttercup.website.impressions","34918"
"1512929532","buttercup.website.impressions","46727"
"1512763305","buttercup.website.impressions","26443"
"1515662643","buttercup.website.impressions","57411"
"1511063804","buttercup.website.impressions","56901"
"1513043833","buttercup.website.impressions","26525"
"1514253841","buttercup.website.impressions","20130"
"1512885662","buttercup.website.impressions","27315"
"1511211713","buttercup.website.impressions","32400"
"1519684201","buttercup.website.impressions","34292"
"1512512067","buttercup.website.impressions","25540"
"1512855418","buttercup.website.impressions","18018"
"1519847660","buttercup.website.impressions","51924"
"1510734017","buttercup.website.impressions","46402"
"1510485771","buttercup.website.impressions","57446"
"1517014988","buttercup.website.impressions","55751"
"1512977216","buttercup.website.impressions","15898"
"1511529430","buttercup.website.impressions","6860"
"1514365435","buttercup.website.impressions","17775"
"1518882117","buttercup.website.impressions","18640"
"1519041508","buttercup.website.impressions","11908"
"1516154109","buttercup.website.impressions","10100"
"1516303043","buttercup.website.impressions","51910"
"1517239910","buttercup.website.impressions","31794"
"1517991776","buttercup.website.impressions","14516"
"1511663419","buttercup.website.impressions","39265"
"1511542137","buttercup.website.impressions","23482"
"1517873679","buttercup.website.impressions","44280"
"1519561781","buttercup.website.impressions","37758"
"1515862884","buttercup.website.impressions","31288"
"1513294567","buttercup.website.impressions","28922"
"1519108873","buttercup.website.impressions","10871"
"1510759370","buttercup.website.impressions","28317"
"1510396560","buttercup.website.impressions","19234"
"1516103679","buttercup.website.impressions","19728"
"1510122740","buttercup.website.impressions","5736"
"1512490971","buttercup.website.impressions","52244"
"1513515059","buttercup.website.impressions","8333"
"1519911569","buttercup.website.impressions","29142"
"1517887282","buttercup.website.impressions","11225"
"1514821103","buttercup.website.impressions","8704"
"1510892168","buttercup.website.impressions","16767"
"1515574166","buttercup.website.impressions","15481"
"1517397169","buttercup.website.impressions","43992"
"1519868946","buttercup.website.impressions","41342"
"1514736967","buttercup.website.impressions","38769"
"1518748430","buttercup.website.impressions","41258"
"1511504626","buttercup.website.impressions","21917"
"1516399231","buttercup.website.impressions","6226"
"1519700805","buttercup.website.impressions","50637"
"1515570295","buttercup.website.impressions","20296"
"1513923207","buttercup.website.impressions","41547"
"1512431214","buttercup.website.impressions","40486"
"1513714634","buttercup.website.impressions","26534"
"1517421753","buttercup.website.impressions","25060"
"1517097438","buttercup.website.impressions","51741"
"1510543901","buttercup.website.impressions","54088"
"1516593188","buttercup.website.impressions","7064"
"1513292798","buttercup.website.impressions","21063"
"1515701009","buttercup.website.impressions","40353"
"1515948610","buttercup.website.impressions","33076"
"1513297558","buttercup.website.impressions","59223"
"1518946277","buttercup.website.impressions","39099"
"1511425262","buttercup.website.impressions","25437"
"1511822140","buttercup.website.impressions","55119"
"1512592356","buttercup.website.impressions","34165"
"1516431353","buttercup.website.impressions","19476"
"1511775753","buttercup.website.impressions","20910"
"1511901981","buttercup.website.impressions","57898"
"1511318479","buttercup.website.impressions","5456"
"1512711875","buttercup.website.impressions","7464"
"1511940074","buttercup.website.impressions","57741"
"1517342825","buttercup.website.impressions","31809"
"1516028838","buttercup.website.impressions","18895"
"1519937596","buttercup.website.impressions","12018"
"1516221815","buttercup.website.impressions","46359"
"1518294614","buttercup.website.impressions","21885"
"1513107489","buttercup.website.impressions","29832"
"1517232521","buttercup.website.impressions","39321"
"1517869620","buttercup.website.impressions","31419"
"1518074061","buttercup.website.impressions","27030"
"1511720976","buttercup.website.impressions","41053"
"1513241357","buttercup.website.impressions","17792"
"1511347884","buttercup.website.impressions","38806"
"1519166515","buttercup.website.impressions","19841"
"1515376675","buttercup.website.impressions","25433"
"1518313561","buttercup.website.impressions","41570"
"1512038710","buttercup.website.impressions","44796"
"1512387933","buttercup.website.impressions","58606"
"1511694728","buttercup.website.impressions","10654"
"1510598715","buttercup.website.impressions","28160"
"1515240232","buttercup.website.impressions","10912"
"1510146690","buttercup.website.impressions","30791"
"1516214917","buttercup.website.impressions","10393"
"1517483524","buttercup.website.impressions","25107"
"1517732498","buttercup.website.impressions","30453"
"1519707065","buttercup.website.impressions","24989"
"1515495936","buttercup.website.impressions","31507"
"1510998692","buttercup.website.impressions","55806"
"1516655051","buttercup.website.impressions","37287"
"1515969600","buttercup.website.impressions","22312"
"1517085888","buttercup.website.impressions","24022"
"1510850240","buttercup.website.impressions","33224"
"1517014114","buttercup.website.impressions","38552"
"1515443061","buttercup.website.impressions","16175"
"1513419683","buttercup.website.impressions","50194"
"1518374568","buttercup.website.impressions","13774"
"1510193560","buttercup.website.impressions","26690"
"1513061408","buttercup.website.impressions","31382"
"1519775969","buttercup.website.impressions","12183"
"1516034295","buttercup.website.impressions","15296"
"1518748985","buttercup.website.impressions","41138"
"1511280465","buttercup.website.impressions","40873"
"1515988246","buttercup.website.impressions","10965"
"1519484666","buttercup.website.impressions","13086"
"1512128518","buttercup.website.impressions","6587"
"1514567378","buttercup.website.impressions","41988"
"1519656182","buttercup.website.impressions","56790"
"1510259116","buttercup.website.impressions","33347"
"1510761249","buttercup.website.impressions","47215"
"1517480573","buttercup.website.impressions","29519"
"1513352621","buttercup.website.impressions","12233"
"1511659708","buttercup.website.impressions","14372"
"1510252243","buttercup.website.impressions","9061"
"1512219566","buttercup.website.impressions","9665"
"1515064087","buttercup.website.impressions","39260"
"1512768264","buttercup.website.impressions","22751"
"1519480281","buttercup.website.impressions","42696"
"1510768984","buttercup.website.impressions","5166"
"1517304645","buttercup.website.impressions","50309"
"1512430306","buttercup.website.impressions","40162"
"1513453110","buttercup.website.impressions","43169"
"1516021194","buttercup.website.impressions","48340"
"1519516928","buttercup.website.impressions","7085"
"1513933518","buttercup.website.impressions","47498"
"1514504842","buttercup.website.impressions","26109"
"1511461567","buttercup.website.impressions","27506"
"1518902415","buttercup.website.impressions","12863"
"1513012022","buttercup.website.impressions","31304"
"1515353339","buttercup.website.impressions","36466"
"1511844444","buttercup.website.impressions","35257"
"1513258427","buttercup.website.impressions","59670"
"1516459326","buttercup.website.impressions","55602"
"1510070979","buttercup.website.impressions","45661"
"1516345741","buttercup.website.impressions","47441"
"1511996241","buttercup.website.impressions","24313"
"1513830811","buttercup.website.impressions","23386"
"1515418812","buttercup.website.impressions","34903"
"1519118503","buttercup.website.impressions","51066"
"1510600089","buttercup.website.impressions","21009"
"1510599316","buttercup.website.impressions","37744"
"1510519394","buttercup.website.impressions","42160"
"1518543356","buttercup.website.impressions","49612"
"1515046402","buttercup.website.impressions","56318"
"1517593854","buttercup.website.impressions","31103"
"1515131891","buttercup.website.impressions","47852"
"1517042159","buttercup.website.impressions","48016"
"1518562555","buttercup.website.impressions","44487"
"1512527147","buttercup.website.impressions","55774"
"1512895597","buttercup.website.impressions","31373"
"1512879307","buttercup.website.impressions","38439"
"1514588253","buttercup.website.impressions","50042"
"1519612390","buttercup.website.impressions","26629"
"1510579906","buttercup.website.impressions","57586"
"1518708008","buttercup.website.impressions","58482"
"1513968257","buttercup.website.impressions","21817"
"1519549215","buttercup.website.impressions","34087"
"1511100352","buttercup.website.impressions","42739"
"1513688878","buttercup.website.impressions","57064"
"1512381357","buttercup.website.impressions","5908"
"1515056216","buttercup.website.impressions","48479"
"1517551398","buttercup.website.impressions","40014"
"1517778356","buttercup.website.impressions","39607"
"1512096179","buttercup.website.impressions","21580"
"1512282056","buttercup.website.impressions","48963"
"1511640211","buttercup.website.impressions","29423"
"1510705015","buttercup.website.impressions","42490"
"1518142226","buttercup.website.impressions","37491"
"1519114781","buttercup.website.impressions","47823"
"1512455948","buttercup.website.impressions","24756"
"1512362278","buttercup.website.impressions","23229"
"1512692665","buttercup.website.impressions","39890"
"1512822867","buttercup.website.impressions","19910"
"1513496267","buttercup.website.impressions","39768"
"1511784758","buttercup.website.impressions","42773"
"1510146614","buttercup.website.impressions","43410"
"1511506232","buttercup.website.impressions","35351"
"1513786731","buttercup.website.impressions","48707"
"1512016293","buttercup.website.impressions","10800"
"1512939315","buttercup.website.impressions","36729"
"1515759650","buttercup.website.impressions","35792"
"1513783455","buttercup.website.impressions","39056"
"1512034209","buttercup.website.impressions","38510"
"1513340560","buttercup.website.impressions","34372"
"1518256668","buttercup.website.impressions","15355"
"1515134107","buttercup.website.impressions","54660"
"1518507554","buttercup.website.impressions","53313"
"1518387007","buttercup.website.impressions","7404"
"1512892385","buttercup.website.impressions","9163"
"1514753515","buttercup.website.impressions","31820"
"1517774809","buttercup.website.impressions","32853"
"1512757370","buttercup.website.impressions","9515"
"1515224677","buttercup.website.impressions","19720"
"1519459770","buttercup.website.impressions","15647"
"1513073759","buttercup.website.impressions","41382"
"1519134431","buttercup.website.impressions","23854"
"1517744925","buttercup.website.impressions","6829"
"1514563249","buttercup.website.impressions","19248"
"1514181750","buttercup.website.impressions","31073"
"1516415242","buttercup.website.impressions","46903"
"1516899608","buttercup.website.impressions","55497"
"1518883122","buttercup.website.impressions","26355"
"1515977561","buttercup.website.impressions","35327"
"1512687086","buttercup.website.impressions","15881"
"1517036339","buttercup.website.impressions","9126"
"1517430485","buttercup.website.impressions","40361"
"1515387235","buttercup.website.impressions","7675"
"1513370654","buttercup.website.impressions","52047"
"1517368830","buttercup.website.impressions","21147"
"1513825235","buttercup.website.impressions","16894"
"1516771570","buttercup.website.impressions","7971"
"1512634216","buttercup.website.impressions","22639"
"1517763353","buttercup.website.impressions","9868"
"1512420800","buttercup.website.impressions","9239"
"1516511698","buttercup.website.impressions","43934"
"1517035796","buttercup.website.impressions","15876"
"1519912077","buttercup.website.impressions","52803"
"1519616107","buttercup.website.impressions","21752"
"1519309605","buttercup.website.impressions","37752"
"1517142417","buttercup.website.impressions","26362"
"1514727643","buttercup.website.impressions","13710"
"1516745417","buttercup.website.impressions","55372"
"1517721180","buttercup.website.impressions","18806"
"1519932750","buttercup.website.impressions","35768"
"1514097520","buttercup.website.impressions","58477"
"1517910291","buttercup.website.impressions","31108"
"1517578866","buttercup.website.impressions","19797"
"1514531037","buttercup.website.impressions","50631"
"1511957038","buttercup.website.impressions","12254"
"1510806604","buttercup.website.impressions","54277"
"1514882192","buttercup.website.impressions","6852"
"1510589476","buttercup.website.impressions","46909"
"1512659674","buttercup.website.impressions","22500"
"1514182531","buttercup.website.impressions","44428"
"1512117104","buttercup.website.impressions","25907"
"1516738532","buttercup.website.impressions","52796"
"1513783810","buttercup.website.impressions","16261"
"1515752512","buttercup.website.impressions","10567"
"1518542435","buttercup.website.impressions","25552"
"1515785648","buttercup.website.impressions","17449"
"1514035007","buttercup.website.impressions","25308"
"1515669440","buttercup.website.impressions","59172"
"1515892757","buttercup.website.impressions","11515"
"1513293786","buttercup.website.impressions","45639"
"1512901479","buttercup.website.impressions","14743"
"1513217831","buttercup.website.impressions","31628"
"1519190376","buttercup.website.impressions","56889"
"1512256321","buttercup.website.impressions","45944"
"1513134982","buttercup.website.impressions","43399"
"1510755198","buttercup.website.impressions","12631"
"1516755379","buttercup.website.impressions","41243"
"1514402903","buttercup.website.impressions","11340"
"1513334798","buttercup.website.impressions","40232"
"1513538134","buttercup.website.impressions","11378"
"1510880877","buttercup.website.impressions","13034"
"1510019415","buttercup.website.impressions","34716"
"1510061844","buttercup.website.impressions","57742"
"1513768010","buttercup.website.impressions","8145"
"1510946092","buttercup.website.impressions","52891"
"1516121571","buttercup.website.impressions","17282"
"1511925758","buttercup.website.impressions","6204"
"1516925505","buttercup.website.impressions","25210"
"1518782108","buttercup.website.impressions","29640"
"1519380949","buttercup.website.impressions","49927"
"1518551768","buttercup.website.impressions","13622"
"1511498633","buttercup.website.impressions","55046"
"1515761168","buttercup.website.impressions","44052"
"1513492834","buttercup.website.impressions","53087"
"1518217527","buttercup.website.impressions","36645"
"1513040528","buttercup.website.impressions","31923"
"1510064566","buttercup.website.impressions","24893"
"1514551918","buttercup.website.impressions","38013"
"1510924435","buttercup.website.impressions","19827"
"1510025808","buttercup.website.impressions","53750"
"1516450535","buttercup.website.impressions","51588"
"1511393152","buttercup.website.impressions","9194"
"1510856033","buttercup.website.impressions","57562"
"1510912532","buttercup.website.impressions","14361"
"1514374658","buttercup.website.impressions","30909"
"1512064230","buttercup.website.impressions","26961"
"1513956703","buttercup.website.impressions","10759"
"1516541392","buttercup.website.impressions","29776"
"1513688777","buttercup.website.impressions","22336"
"1513375102","buttercup.website.impressions","5379"
"1511742098","buttercup.website.impressions","9402"
"1515075390","buttercup.website.impressions","6845"
"1519649303","buttercup.website.impressions","33522"
"1516133253","buttercup.website.impressions","13563"
"1513317458","buttercup.website.impressions","54489"
"1517382624","buttercup.website.impressions","11488"
"1513978159","buttercup.website.impressions","56796"
"1515511735","buttercup.website.impressions","33746"
"1514161519","buttercup.website.impressions","52348"
"1515437233","buttercup.website.impressions","56094"
"1511227920","buttercup.website.impressions","41317"
"1513365815","buttercup.website.impressions","10582"
"1516659232","buttercup.website.impressions","10853"
"1513044387","buttercup.website.impressions","47220"
"1518904592","buttercup.website.impressions","31800"
"1513310082","buttercup.website.impressions","42669"
"1512617081","buttercup.website.impressions","18107"
"1515940305","buttercup.website.impressions","18780"
"1512711761","buttercup.website.impressions","18147"
"1516346511","buttercup.website.impressions","35276"
"1514315088","buttercup.website.impressions","37292"
"1517409479","buttercup.website.impressions","27199"
"1514757072","buttercup.website.impressions","14031"
"1518396687","buttercup.website.impressions","40999"
"1516011137","buttercup.website.impressions","57653"
"1514626917","buttercup.website.impressions","27172"
"1518106372","buttercup.website.impressions","28331"
"1517556363","buttercup.website.impressions","19057"
"1514335812","buttercup.website.impressions","38478"
"1519052259","buttercup.website.impressions","18411"
"1510861931","buttercup.website.impressions","29469"
"1515075287","buttercup.website.impressions","16290"
"1519704381","buttercup.website.impressions","43688"
"1510347667","buttercup.website.impressions","32798"
"1517798307","buttercup.website.impressions","43669"
"1519286117","buttercup.website.impressions","12215"
"1512391590","buttercup.website.impressions","31506"
"1515084002","buttercup.website.impressions","17910"
"1519721452","buttercup.website.impressions","7621"
"1515751609","buttercup.website.impressions","26722"
"1512576055","buttercup.website.impressions","37218"
"1513047177","buttercup.website.impressions","43392"
"1511660019","buttercup.website.impressions","46274"
"1511758003","buttercup.website.impressions","22940"
"1512788206","buttercup.website.impressions","52103"
"1514178444","buttercup.website.impressions","34077"
"1513956368","buttercup.website.impressions","8819"
"1519808180","buttercup.website.impressions","35712"
"1514328037","buttercup.website.impressions","13672"
"1510871143","buttercup.website.impressions","35881"
"1511989997","buttercup.website.impressions","48473"
"1512520509","buttercup.website.impressions","54581"
"1510391934","buttercup.website.impressions","43698"
"1515060582","buttercup.website.impressions","34254"
"1516201353","buttercup.website.impressions","15623"
"1512241128","buttercup.website.impressions","26106"
"1513913478","buttercup.website.impressions","56580"
"1511985877","buttercup.website.impressions","49301"
"1513258759","buttercup.website.impressions","27101"
"1514727003","buttercup.website.impressions","46188"
"1510932090","buttercup.website.impressions","31630"
"1518118381","buttercup.website.impressions","38919"
"1518681700","buttercup.website.impressions","56606"
"1519797619","buttercup.website.impressions","29107"
"1519479076","buttercup.website.impressions","43124"
"1515324013","buttercup.website.impressions","41338"
"1517075808","buttercup.website.impressions","41722"
"1511183733","buttercup.website.impressions","47862"
"1515250821","buttercup.website.impressions","14892"
"1519738691","buttercup.website.impressions","10167"
"1513792259","buttercup.website.impressions","34463"
"1516829971","buttercup.website.impressions","16035"
"1513207531","buttercup.website.impressions","46890"
"1512703756","buttercup.website.impressions","36240"
"1519068199","buttercup.website.impressions","36723"
"1516873405","buttercup.website.impressions","17909"
"1516611363","buttercup.website.impressions","40172"
"1511894385","buttercup.website.impressions","25740"
"1513105895","buttercup.website.impressions","24492"
"1519837371","buttercup.website.impressions","23221"
"1518064156","buttercup.website.impressions","36098"
"1519824011","buttercup.website.impressions","22595"
"1518387110","buttercup.website.impressions","40954"
"1516311487","buttercup.website.impressions","21377"
"1513558786","buttercup.website.impressions","15164"
"1512028141","buttercup.website.impressions","34332"
"1516081078","buttercup.website.impressions","53289"
"1516963262","buttercup.website.impressions","46165"
